CaseID,ActivityID,Timestamp,Resource
0,0,1/10/2011 6:45,0
0,1,1/10/2011 7:17,0
0,1,8/10/2011 11:32,0.962430549
0,1,10/10/2011 6:33,0.974424552
0,2,10/13/2011 5:37,0.937384249
1,0,1/10/2011 6:43,0
1,0,1/10/2011 9:35,0
1,1,1/10/2011 9:36,0
1,1,3/10/2011 11:56,0
1,1,3/10/2011 11:57,0
1,1,10/10/2011 5:14,0.974424552
1,2,10/10/2011 6:30,0.953258665
1,2,10/10/2011 9:14,0.953258665
1,2,10/10/2011 9:17,0.953258665
2,0,1/10/2011 6:35,0.962342358
2,0,3/10/2011 6:21,0
2,0,3/10/2011 8:32,0.987829615
2,0,10/3/2011 8:40,0.987829615
2,1,3/10/2011 8:44,0.987829615
2,1,10/10/2011 11:47,0
2,1,10/10/2011 14:34,0.980597936
2,1,10/14/2011 13:16,0.962342358
2,1,10/17/2011 15:43,0.957844607
2,1,10/25/2011 6:50,0
2,1,10/26/2011 14:50,0.988005997
2,1,10/29/2011 8:41,0.986065791
2,1,11/1/2011 11:55,0.98677132
2,1,1/11/2011 14:21,0.980597936
2,1,2/11/2011 6:15,0.974424552
2,2,4/11/2011 13:05,0.935620425
3,0,1/10/2011 6:40,0.962342358
3,0,1/10/2011 8:02,0.962342358
4,3,1/10/2011 5:16,0.962342358
4,0,1/10/2011 6:50,0.962342358
4,0,1/10/2011 6:53,0.962342358
4,0,1/10/2011 10:00,0
5,0,1/10/2011 5:27,0.962342358
5,0,1/10/2011 6:43,0.962342358
5,0,10/10/2011 12:43,0.968515742
5,0,1/11/2011 6:15,0.968515742
6,3,1/10/2011 5:10,0.962342358
6,0,1/10/2011 8:03,0.971778816
6,0,3/10/2011 6:17,0.985977599
6,0,3/10/2011 9:42,0.985977599
7,0,1/10/2011 6:46,0
7,0,1/10/2011 7:30,0.962342358
7,1,8/10/2011 11:38,0.962430549
7,1,10/10/2011 7:54,0.961195873
7,2,10/13/2011 6:05,0.894082371
8,0,1/10/2011 5:44,0
8,1,1/10/2011 5:44,0
8,1,1/10/2011 5:46,0
8,1,1/10/2011 5:50,0
8,1,1/10/2011 5:50,0
8,1,8/10/2011 11:31,0.970279566
8,1,10/10/2011 5:55,0.974424552
8,2,10/13/2011 7:36,0.937384249
8,4,10/13/2011 8:05,0
8,4,10/13/2011 8:53,0.937384249
8,4,10/13/2011 12:12,0.98086251
8,4,10/13/2011 12:14,0.98086251
8,4,10/13/2011 12:14,0.98086251
8,4,10/15/2011 10:17,0.962430549
8,4,10/15/2011 11:56,0.962430549
8,4,10/17/2011 9:32,0
8,4,10/17/2011 10:28,0
8,4,10/18/2011 12:46,0.960313961
8,4,10/18/2011 13:46,0.970279566
8,2,10/19/2011 4:53,0.96763383
8,4,10/19/2011 5:17,0
8,4,10/19/2011 5:24,0
8,4,10/20/2011 5:30,0.974424552
8,4,10/24/2011 11:24,0.980774319
8,4,10/26/2011 4:12,0
8,2,10/27/2011 5:18,0.96763383
9,0,1/10/2011 6:20,0.964723521
9,1,1/10/2011 6:22,0.964723521
9,1,1/10/2011 6:32,0.964723521
9,1,4/10/2011 9:47,0
9,1,6/10/2011 4:49,0
9,2,10/10/2011 5:06,0.935620425
9,4,10/10/2011 5:20,0.962342358
9,4,10/10/2011 6:42,0.962342358
9,4,10/10/2011 9:22,0
9,4,10/10/2011 11:28,0.970896904
10,3,1/10/2011 7:12,0.962342358
10,3,1/10/2011 7:20,0.964723521
10,0,1/10/2011 8:27,0.962342358
10,0,1/10/2011 9:02,0
10,0,1/10/2011 10:15,0.970103184
10,0,3/10/2011 6:33,0
10,0,3/10/2011 10:48,0.987829615
11,0,1/10/2011 8:55,0.962342358
11,0,1/10/2011 10:15,0.988005997
11,0,1/10/2011 10:31,0.988005997
11,0,1/10/2011 10:40,0.988005997
11,1,1/10/2011 10:48,0.988005997
11,1,8/10/2011 11:20,0.962430549
11,1,10/10/2011 15:49,0
11,1,11/10/2011 5:47,0
11,1,11/10/2011 14:55,0.95802099
11,1,12/10/2011 10:37,0.985977599
11,1,10/13/2011 13:35,0.985977599
11,1,10/14/2011 5:21,0
11,2,10/19/2011 9:20,0.953258665
11,4,10/19/2011 9:32,0
11,4,10/19/2011 9:36,0
11,4,10/19/2011 15:11,0.98086251
11,4,10/20/2011 4:10,0
11,2,10/20/2011 6:08,0.96763383
11,4,10/20/2011 6:27,0.985007496
11,4,10/20/2011 6:45,0
11,2,10/20/2011 8:00,0.96763383
11,4,10/20/2011 8:32,0.985007496
11,4,10/20/2011 9:52,0.96763383
11,4,10/20/2011 12:25,0.974424552
11,2,10/21/2011 2:15,0.96763383
11,2,10/21/2011 5:05,0.953258665
11,2,10/21/2011 5:08,0.96763383
12,3,1/10/2011 9:54,0.964723521
13,0,1/10/2011 10:40,0.971778816
13,0,10/1/2011 10:55,0.988005997
13,0,1/10/2011 11:05,0.988005997
13,1,4/10/2011 7:59,0.968515742
13,1,10/10/2011 8:34,0.961195873
13,2,10/13/2011 5:49,0.894082371
13,4,10/13/2011 6:03,0
13,4,10/13/2011 6:06,0
13,4,10/13/2011 6:08,0
13,4,10/13/2011 6:36,0.985007496
13,4,10/13/2011 7:16,0
13,4,10/18/2011 6:20,0
13,2,10/18/2011 8:01,0.953258665
14,0,1/10/2011 10:27,0.970103184
14,0,10/1/2011 10:42,0
14,0,10/1/2011 10:56,0.970103184
14,1,1/10/2011 11:00,0.970103184
14,1,8/10/2011 10:32,0.970103184
14,1,10/11/2011 5:19,0
14,2,10/13/2011 8:12,0.935620425
14,2,10/13/2011 10:04,0.937384249
14,4,10/13/2011 15:01,0.964723521
14,4,10/14/2011 5:06,0.971778816
14,4,10/14/2011 8:19,0
14,4,10/14/2011 8:37,0
14,4,10/14/2011 9:05,0.970103184
14,4,10/14/2011 10:49,0
14,2,10/14/2011 11:22,0.937384249
15,3,1/10/2011 9:56,0.964723521
15,0,10/1/2011 10:50,0
15,0,3/10/2011 7:56,0.985977599
15,0,3/10/2011 10:55,0.987829615
15,0,4/10/2011 6:35,0.985007496
15,0,4/10/2011 8:26,0.985889408
15,0,4/10/2011 12:27,0.98086251
15,0,5/10/2011 4:32,0.985977599
15,0,5/10/2011 8:28,0
15,0,5/10/2011 13:14,0
15,0,5/10/2011 13:53,0
15,0,6/10/2011 5:00,0.987829615
15,0,6/10/2011 15:54,0.985977599
15,0,7/10/2011 13:34,0.986065791
15,0,8/10/2011 5:51,0.962430549
15,0,10/8/2011 6:30,0.986065791
15,0,10/14/2011 10:52,0
16,3,1/10/2011 10:21,0.964723521
16,0,10/1/2011 10:58,0
16,1,8/10/2011 7:45,0.970103184
17,3,1/10/2011 10:24,0.964723521
17,0,1/10/2011 10:57,0.964723521
17,0,1/10/2011 10:57,0.964723521
17,0,1/10/2011 11:00,0
17,0,1/10/2011 11:09,0.971778816
17,0,1/10/2011 11:37,0.980597936
17,1,1/10/2011 11:39,0.980597936
17,1,1/10/2011 11:42,0.980597936
17,1,1/10/2011 11:48,0.980597936
17,1,10/3/2011 11:44,0.970191375
18,0,1/10/2011 10:34,0.970103184
18,0,1/10/2011 11:50,0
18,1,7/10/2011 7:40,0.961195873
18,2,11/10/2011 5:39,0.894082371
19,0,1/10/2011 10:44,0.970103184
19,0,1/10/2011 11:00,0.964723521
19,0,3/10/2011 7:57,0.985977599
19,0,10/4/2011 4:28,0
19,0,4/10/2011 8:23,0.970191375
19,0,4/10/2011 12:57,0.985889408
19,0,5/10/2011 4:52,0.985977599
